Group,File,NH3 (kg),NOX (kg),PM25-PRI (kg),SO2 (kg),VOC (kg)
c3marine,/home/mkelp/nei2011Dir/2011eh_cb05_v6_11g/inputs/c3marine/c3marine_2011NEIv2_NONPOINT_20141108_14nov2014_v1.csv,67791.77596182183,1.3220325128017431e+08,9.20619136120458e+06,8.646061961420989e+07,5.121281054081246e+06
