SCC: ,NOX (kg),PM25-PRI (kg),SO2 (kg),VOC (kg),SCC_descriptions,total[Emissions],total[NOx],total[PRI],total[SO2],total[VOC],total[NH3],tot_deathsE,deaths_whiteE,death_blackE,death_nativeE,death_asianE,death_otherE,death_latinoE,death_povertyE,death_twoxpovE,tot_deathsnox,deaths_whitenox,death_blacknox,death_nativenox,death_asiannox,death_othernox,death_latinonox,death_povertynox,death_twoxpovnox,tot_deathspri,deaths_whitepri,death_blackpri,death_nativepri,death_asianpri,death_otherpri,death_latinopri,death_povertypri,death_twoxpovpri,tot_deathsvoc,deaths_whitevoc,death_blackvoc,death_nativevoc,death_asianvoc,death_othervoc,death_latinovoc,death_povertyvoc,death_twoxpovvoc,tot_deathsso2,deaths_whiteso2,death_blackso2,death_nativeso2,death_asianso2,death_otherso2,death_latinoso2,death_povertyso2,death_twoxpovso2,tot_deathsnh3,deaths_whitenh3,death_blacknh3,death_nativenh3,death_asiannh3,death_othernh3,death_latinonh3,death_povertynh3,death_twoxpovnh3
2310021504,0,0,0,482268.893906396,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Fugitives:  Pumps""",24.1409235349,1.367768221,13.3424975781,3.6571063696,0.8203627007,4.9531886656,10.3009308725,6.1348126114,1.3598363365,0.0983766397,0.26017386,0.2177333986,2.2299980185,1.7129252332,6.1651508742,0.7502617952,0.4967899805,0.086983132,0.0095268783,0.0146283282,0.017235873,0.1250976028,0.1215795433,0.4489514187,5.1781824581,2.9264731932,0.6666204305,0.0435569301,0.1389042491,0.1030121362,1.2996155145,0.8804688358,3.0795486186,1.8068257693,1.1534950382,0.2557773602,0.0210284637,0.0424767355,0.0428606778,0.291187493,0.2928448274,1.0900646001,0.3123497856,0.1720771005,0.0354217278,0.0024072872,0.0070640607,0.0055664924,0.0898131167,0.0543856082,0.1830514906,2.2531489823,1.3858923354,0.3150139368,0.0218559377,0.057096235,0.049055328,0.4242352079,0.3636178517,1.3634397169
2310021509,25.4918985,0,0,289657.094457,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Fugitives: All Processes""",42.8265931852,1.6307537552,19.53674251,8.3268238966,0.547594792,12.7846782314,18.0439082786,12.870331131,2.4008644648,0.0242567006,0.793795917,0.3360212523,1.6186388356,2.2018831978,12.507427007,0.7776032421,0.614459488,0.0742147735,0.001053186,0.0242934435,0.0133175456,0.0502648066,0.0892710301,0.540269903,8.6266073429,6.3475805913,1.083845539,0.0109585924,0.3468201203,0.1597242402,0.6776782748,1.0495968129,5.9713200733,3.1205295465,2.0106925904,0.4898391785,0.0046392684,0.173616733,0.0602499445,0.3814918335,0.3858214356,2.1759123306,0.2795688037,0.2300853245,0.0242819041,0.0003359189,0.0072566152,0.0047370459,0.0128719958,0.0321083896,0.193545411,5.2391544224,3.66715783,0.7286359865,0.007269288,0.2417958127,0.0979843472,0.496311162,0.6450334352,3.6260690412
2310023509,0,0,0,11537708.0494314,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Fugitives""",511.5930858521,38.5709129084,303.9830549769,63.2451106881,11.0385146092,94.7554926695,183.8293823542,132.4083642588,16.1667966492,0.7673745507,4.3907966358,3.5759683125,26.5200816149,25.080015533,120.6969512148,15.0855919014,11.6880867906,0.9146187077,0.0720308497,0.2602135084,0.2668955103,1.8837465054,2.0053816171,9.8316534668,94.0632543208,65.4930129835,7.0468396852,0.4023812921,2.2512844596,1.8515989653,17.0181366382,12.6464918572,62.2069748184,31.324734353,23.520712369,3.6952036919,0.1227840259,0.7781476793,0.6029855514,2.6049010492,4.4147148941,20.3190642671,3.5913635699,2.645895974,0.1953417565,0.0171210378,0.0624659,0.0651901638,0.6053487243,0.4733261033,2.3504727574,39.6542692149,28.9893927982,4.3123235828,0.1525517154,1.0369876565,0.7874790917,4.375534365,5.5255887561,25.9159763346
2310012521,0,0,0,0.0204111508,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Oil Production;Fugitives; Connectors: Oil/Water Streams""",9.98905151541846E-07,4.36872282487244E-08,4.60591347438961E-07,2.17267672526345E-07,2.51478604678339E-08,2.52211042859978E-07,3.77827149268678E-07,0.000000174,4.41626020519712E-08,1.68582772355271E-09,1.01580287106019E-08,6.14408506796267E-09,1.41698687155768E-07,6.46985393807931E-08,2.22369089168294E-07,2.0677092182196E-08,1.11826949170677E-08,2.1826513771874E-09,1.43265217263422E-10,4.54353314300924E-10,3.78913063396134E-10,6.33521422464924E-09,3.32835220569558E-09,1.23589604282627E-08,0.000000175,0.000000078,2.23139754576837E-08,7.16339074635024E-10,4.71053878296419E-09,2.77408723047147E-09,6.64996155039085E-08,3.05575635841177E-08,1.02117050366746E-07,0.00000008,3.79350926782547E-08,8.53837130720844E-09,4.0416341662549E-10,2.25987491050327E-09,1.35373657968797E-09,2.95280473213661E-08,1.34286745129182E-08,4.76371375300216E-08,1.03895651721301E-08,4.72194327166313E-09,1.14510272971792E-09,3.23008046077962E-11,2.25430035756219E-10,1.57035656415585E-10,4.10775264242446E-09,1.78826523456212E-09,6.05573070461732E-09,9.16345029152774E-08,4.20674871347302E-08,0.00000001,3.89363010711075E-10,2.50574189737259E-09,1.47890218105167E-09,3.52210318535562E-08,1.55862412034312E-08,5.41553324522586E-08
2310030000,,,,1297481.24738489,"""Industrial Processes;Oil and Gas Production: SIC 13;Natural Gas Liquids;Total: All Processes""",90.922063591,4.9704765452,56.9188951476,10.4778402705,2.1315018233,16.4233498043,22.1665357202,11.8619405826,1.118934415,0.1632622811,2.0964523273,0.8431917593,6.0827543233,3.5331535291,13.6744818567,1.3233635483,0.7673432163,0.0576292174,0.0107226146,0.1099219605,0.0487197779,0.3290267585,0.2082311803,0.8157802688,13.654118061,7.0927970648,0.6599602715,0.0968753649,1.3467354232,0.5333826842,3.9243672242,2.2144778674,8.347439852,2.6292107365,1.4733483717,0.1606549194,0.0193560522,0.2351973879,0.0909765844,0.649677422,0.3984882965,1.6648936995,0.5236506811,0.2922181514,0.0203618065,0.0042557837,0.0451896185,0.0198145996,0.1418107199,0.0840267576,0.3199101108,4.0326675523,2.2343354605,0.2202162879,0.0320238951,0.3590386674,0.1501403957,1.0369128458,0.627334632,2.5243718085
2310002000,0,0,0,141.6694296875,"""Industrial Processes;Oil and Gas Production: SIC 13;All Processes : Off-shore;Total: All Processes""",0.0069332495,0.0003032257,0.0031969008,0.0015080181,0.0001745475,0.0017505575,0.0026224994,0.0012075974,0.0003065337,1.17014450559261E-05,7.05087475894366E-05,4.26461252882326E-05,0.000983512,0.0004490707,0.0015434698,0.0001436133,7.76861585665881E-05,1.5160662659267E-05,9.9465055138396E-07,3.15674403284025E-06,0.000002632,0.000043983,2.31136685265905E-05,0.000085847,0.001214998,0.0005416056,0.0001548934,4.97258589136493E-06,3.26983970374802E-05,1.92559496000968E-05,0.000461572,0.0002121065,0.0007088336,0.0005555132,0.0002633766,5.92837143731132E-05,2.8060940079012E-06,1.56892589563142E-05,9.39851529436697E-06,0.000204959,9.32208966896896E-05,0.0003307185,7.22475784807024E-05,3.28720999681278E-05,7.96781881409792E-06,2.24846353990986E-07,1.5674646165575E-06,1.09245213001983E-06,2.85228963788381E-05,1.24339028674462E-05,4.21141453496518E-05,0.0006361273,0.0002920569,6.92280621258185E-05,2.70326813872895E-06,1.7396881897923E-05,1.02671761535251E-05,0.000244475,0.0001081957,0.0003759565
2310012526,0,0,0,68.6013297,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Oil Production;Fugitives; Other: Oil/Water""",0.0033573264,0.0001468327,0.0015480534,0.000730236,8.4522082879476E-05,0.0008476822,0.0012699075,0.0005847616,0.0001484347,5.66625417680817E-06,3.41428649864626E-05,2.06507679149609E-05,0.0004762513,0.000217456,0.000747403,6.95426546741051E-05,3.76183959813448E-05,7.34133746466933E-06,4.81644989362117E-07,1.52860868924061E-06,1.2745228795799E-06,2.12981444404268E-05,1.11924583183125E-05,4.15701811133384E-05,0.0005883453,0.0002622647,0.000075005,2.4079026355568E-06,1.58337396589021E-05,9.32441581516435E-06,0.0002235095,0.0001027095,0.0003432425,0.0002689992,0.0001275363,2.87072954103373E-05,1.35880986329E-06,7.59730032583992E-06,4.55109405746504E-06,9.92484184419418E-05,4.51408657715276E-05,0.0001601456,3.49848477374681E-05,1.59178400391782E-05,3.85830812133319E-06,1.08878540895312E-07,0.000000759,0.000000529,1.3811793786937E-05,6.02093822098959E-06,2.03931672751256E-05,0.0003080354,0.0001414243,3.35227159417088E-05,0.000001309,8.42419345385878E-06,4.97173093794926E-06,0.0001183834,5.23922078279842E-05,0.0001820515
2310021300,0,0,0,175378725.542442,"""Industrial Processes;Oil and Gas Production: SIC 13;Natural Gas; Gas well pneumatic devices""",7242.4016591775,445.0970108049,3461.5428137679,1387.6679855559,170.5623252105,1777.5315238383,3718.6984789958,2547.285729187,528.7444748821,35.0035589458,88.8224056865,84.2199023092,434.6224080207,584.9724174008,2299.6760133664,279.943768789,206.7931901451,32.4340607306,3.5187803951,4.8285660496,6.6956954338,25.6734761052,43.5018817677,171.3897558208,1713.1739457738,1146.8079764727,244.2722004365,17.1036984426,40.7673103569,39.4635503265,224.7592095503,275.2442097804,1051.2569251326,724.2706666501,501.8540031853,108.530960164,5.7791632783,18.5302786815,15.8754655913,73.7007959006,111.2523054706,453.1506503129,87.2948587936,58.4787742597,11.0968421297,1.0597274549,1.5486696514,1.9918666457,13.1189786263,14.5408686143,52.1397828613,907.125562735,628.8546117178,131.3655940999,7.4390604433,23.0143101697,20.0051375564,96.4468487783,139.2760892601,567.6190676665
2310023515,,,,3164305.42866605,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Fugitives:  Valves""",136.765027562,7.4423208053,66.9986558647,25.0969776005,3.1062621036,34.1208111879,92.2655787339,60.9067971875,23.0428764782,0.6841983154,1.4789435062,1.640668117,4.512095267,16.495113428,54.0427483842,5.7021435288,4.0444450047,1.1190352258,0.0722718684,0.0723811231,0.1223632788,0.2716470348,1.0219580371,3.3011354198,46.0709403199,29.3686722736,12.6362015847,0.3467654365,0.7272624179,0.7967837922,2.1952549107,8.5117887196,26.5939187587,15.9591423612,10.8188353147,3.5999969905,0.1018888399,0.2816236248,0.2893620078,0.8674355997,2.7046326769,9.5748030203,2.2924287875,1.5368837853,0.5680533339,0.0223510402,0.0291444937,0.0414281533,0.0945679848,0.4301613959,1.3040200848,22.2165348654,15.1244224852,5.1102677502,0.1408366598,0.3682093402,0.3904677005,1.0823309446,3.8214893087,13.2556756819
2310023603,0,0,0,6686025.3695947,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Venting - Blowdowns""",310.6735786612,19.2704256576,169.9390823666,40.3449778962,5.4876557855,75.6314369554,118.1960577881,85.5744207062,10.106814106,0.8473483062,2.8423267169,2.6852676841,16.1398801391,16.5700187789,77.2048561321,8.6724039635,6.7488190785,0.5732512964,0.0864891587,0.1529456134,0.1979336413,0.91296517,1.2067298676,5.5754840896,58.1749641254,41.1722013089,4.3717699227,0.4483431225,1.4239301834,1.3601602285,9.3985592521,8.1026686916,38.1923695286,19.6168173069,14.6203920999,2.2740695427,0.1079063534,0.464952336,0.4082421235,1.7412548575,2.8262272297,12.6329946242,2.213781798,1.6569247754,0.1280089019,0.0247877166,0.0382580116,0.0545711163,0.3112312716,0.3018528385,1.433753465,29.4913268131,21.3582023619,2.7588119918,0.1796597811,0.7615753362,0.6637949452,3.7692823786,4.1289483793,19.352354384
2310020700,,,,7445594.788785,"""Industrial Processes;Oil and Gas Production: SIC 13;Natural Gas; Gas well fugitives""",172.6878324184,13.2606838163,72.3657088327,37.6795269257,2.7801830322,46.6017298115,77.469248118,58.655226625,7.9466517901,0.5503082944,2.0386287697,1.441803372,6.8366292661,10.5306642536,51.0192839658,6.9517526299,5.706218795,0.4594694984,0.0589365042,0.1262494623,0.1173786704,0.4834996983,0.9041885255,4.5627491574,30.8297202696,23.2716649906,3.0169271468,0.2580584018,0.7981708452,0.5815418017,2.9033570772,4.1815462839,20.3222454082,17.8351080339,13.3367168734,2.0753388179,0.082715202,0.5056415658,0.3322522173,1.5024433626,2.4507578023,11.7336284385,1.1977253859,0.9688449056,0.0759637181,0.0175839418,0.020066866,0.0213382766,0.0939276774,0.1570389679,0.7840768617,20.6507866171,15.3684659104,2.3187409163,0.1329363223,0.5884273376,0.3892190218,1.8529971108,2.8365949404,13.6138531012
2310020800,0,0,0,1710830.08574931,"""Industrial Processes;Oil and Gas Production: SIC 13;Natural Gas; Gas well truck loading""",78.2643988718,6.0900242805,47.7710871274,9.0704065453,1.7728710514,13.5600098672,27.1896455582,19.5145527172,2.3519235637,0.1153999281,0.6358730252,0.5270531257,4.0448431455,3.7360580821,17.7973278788,2.2619136324,1.7403563696,0.1340580206,0.0109036735,0.0383700004,0.0399947131,0.2982308502,0.3038540851,1.4696763874,14.1745619986,9.8253923459,1.0319479926,0.0616269958,0.3306680278,0.2772117456,2.647714844,1.9250037283,9.3363522618,4.521146191,3.3971734141,0.5345873389,0.0179904538,0.1109144984,0.0871536701,0.3733268178,0.6387243254,2.9283528981,0.5466087308,0.3989028544,0.0290403751,0.0026952701,0.0093451933,0.0098956769,0.0967293588,0.0733091947,0.355854718,5.6824710366,4.1508370067,0.6222306332,0.0221698583,0.1465336917,0.1127503627,0.6279494833,0.7947534442,3.7051847301
2310112401,0,0,0,171.2194660635,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Oil Exploration;Oil Well Pneumatic Pumps""",0.0083794266,0.0003664742,0.0038637295,0.0018225687,0.0002109556,0.0021156986,0.0031695149,0.0014594847,0.0003704726,1.41421909016284E-05,8.52159142231946E-05,5.15414779154134E-05,0.0011886581,0.0005427404,0.0018654153,0.0001735689,9.38903357415408E-05,0.000018323,1.20211953594575E-06,3.81519727547197E-06,0.000003181,5.31572438197729E-05,2.79348375146922E-05,0.0001037535,0.0014684294,0.0006545768,0.0001872023,6.00979385569764E-06,3.95188470938104E-05,2.32724609295208E-05,0.0005578492,0.0002563489,0.0008566862,0.000671385,0.000318313,7.1649466048192E-05,3.39140225639768E-06,1.89618187453802E-05,1.13589041685721E-05,0.0002477104,0.0001126654,0.0003997015,8.73173791038918E-05,3.97287403205688E-05,9.62980594539553E-06,2.71745940771835E-07,1.89441685930982E-06,1.32032144087693E-06,3.44723483322055E-05,1.50274361312374E-05,5.08985457776377E-05,0.0007688142,0.0003529757,8.36681035773449E-05,3.26712917870349E-06,2.10256328623715E-05,1.24087566864773E-05,0.0002954688,0.0001307638,0.0004543755
2310002301,17.5390430538,0,0,1.5480587944,"""Industrial Processes;Oil and Gas Exploration and Production;Off-Shore Oil And Gas Production;Flares: Continuous Pilot Light""",0.0018595039,7.37914089662495E-05,0.0009556658,0.0003417902,4.76949053626825E-05,0.0004405616,0.0006539869,0.000283322,0.0001214934,2.230903746405E-06,2.55736873785733E-05,9.2744207502359E-06,0.0002120925,0.0001125221,0.0003855799,3.1577283816937E-05,1.61676445471148E-05,5.20231231504499E-06,1.64217336284552E-07,1.092690374288E-06,4.98251461625209E-07,8.45216771886999E-06,4.95194787491019E-06,1.91728705941113E-05,0.0003474132,0.0001430413,7.13570509215179E-05,1.06631674349191E-06,1.31432587014149E-05,0.000004712,0.0001140933,6.18360981249907E-05,0.0002013954,0.000110967,0.000051303,1.67924054514696E-05,4.44401372361964E-07,0.000004629,1.71234365159207E-06,3.60858694683256E-05,1.83391361639575E-05,6.70216871001519E-05,1.89526044563164E-05,8.03527935175271E-06,3.69487553074933E-06,5.39011030636739E-08,6.3276941559654E-07,2.43666522904285E-07,6.29211251936687E-06,3.30807236872347E-06,1.10115060581812E-05,0.0001450768,6.47747332793018E-05,2.44467987471217E-05,5.02066899701655E-07,0.000006076,2.1081923650395E-06,0.000047169,2.40868867056247E-05,8.69784463072318E-05
2310021604,,,,979660.00965,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Gas Well Venting - Compressor Startups""",31.1654059587,1.8917617112,15.6720497793,4.6658716796,0.5098224075,8.4259003811,11.5504033263,8.5098272359,0.9583684489,0.0651918072,0.2890195052,0.2383055621,1.489690753,1.5871029334,7.6250181645,0.8598229592,0.6862638382,0.0549763982,0.0055691342,0.0156778043,0.0161045852,0.0812311986,0.1148894524,0.561872014,5.2813111436,3.8360718048,0.3877382433,0.0341412903,0.1346928994,0.1119593442,0.7767075515,0.7222152353,3.5053026863,2.1095034664,1.5706540016,0.2310116115,0.0092369977,0.0524744316,0.0414606028,0.2046658214,0.2973432846,1.3727069856,0.1908973901,0.1488650282,0.0110752998,0.0018389893,0.0034485371,0.0039943303,0.0216752048,0.0251924015,0.1259297263,3.1085795528,2.2677673008,0.2735586733,0.0144022497,0.0827182651,0.0647802353,0.4053528257,0.4274241291,2.0590110947
2310111401,7408.979895,,,28125995.3796446,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Exploration;Oil Well Pneumatic Pumps""",1038.5551203346,64.8462346916,495.4230056532,191.1579882505,20.6548958794,266.4729958599,495.4016317566,341.4233477474,62.7546415764,4.2576409308,12.1848795002,10.7175318005,64.063590136,75.1972238228,311.6294092999,37.5434888635,28.1747167472,3.8161528928,0.4153475344,0.6612860828,0.8187108945,3.6572747199,5.5846502739,23.4335051257,230.6209878197,154.4745724579,30.092020739,2.1266389668,5.567108975,5.0144461486,33.3462004489,35.7888783932,143.839571039,93.7319452775,65.9545048854,12.3017416804,0.6787895546,2.5006001795,2.0134962249,10.2828127675,13.9433152125,59.5555085268,11.074643978,7.5392678097,1.3571016398,0.1346428076,0.1949949485,0.239296668,1.6093401004,1.7493430145,6.7406821297,122.2952795741,85.193041793,15.1656038265,0.8999442256,3.2584222933,2.6285106238,15.1497568112,18.1084016848,77.9782399187
2310021502,0,0,0,3433014.68444801,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Fugitives: Flanges""",149.6972772923,8.2867412532,71.9845754477,28.3070901157,3.5517012181,37.5671692576,71.9601757462,48.6729488621,10.2120493924,0.5749195522,1.8695283585,1.5439654447,9.0867641595,11.1156594758,44.8977084235,4.9259601771,3.5886498146,0.5676276573,0.0528915477,0.0917855062,0.1099092813,0.515096372,0.7611981659,3.0266652709,33.4666681511,22.1461005816,4.6552482192,0.2777175992,0.866887195,0.7111566559,4.8095579083,5.2950805832,20.6943815279,13.7499608717,9.3350825297,2.1492425878,0.1033787559,0.3841833437,0.302859083,1.4752145776,2.0568998208,8.7054454193,1.733555484,1.1562597748,0.2021538962,0.0166980305,0.0335943333,0.0347466067,0.2901028425,0.2866854945,1.040837317,18.0815915368,12.4452955866,2.6374443251,0.1242108563,0.4930215414,0.3852399777,1.9963792567,2.7153922046,11.4289047059
2310021201,22928.0802011565,17.049043522,2.3414446916,572.8608352051,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Natural Gas Fired 4Cycle Lean Burn Compressor Engines <50 HP""",1.2307400638,0.0717997161,0.5596472633,0.2565126372,0.0264683671,0.3163120802,0.6219388312,0.3806550309,0.1027992878,0.006000025,0.0144133033,0.0128612118,0.1052099716,0.1039599693,0.3675170512,0.0475945832,0.0316601886,0.0070060885,0.000598653,0.0007829136,0.0010389894,0.00650775,0.0080417316,0.0276669141,0.2826366018,0.1714123983,0.0470079545,0.0025935433,0.0065521999,0.0056807889,0.0493897165,0.0472963086,0.1666582919,0.1245837436,0.0763252807,0.0206834519,0.0013101149,0.003077996,0.0027532614,0.0204336386,0.020795252,0.0741018451,0.0159675306,0.0100254332,0.0025634749,0.0001399102,0.0002839651,0.0002931045,0.0026616427,0.0026825719,0.0092892365,0.1511555142,0.0912312224,0.0255381637,0.0013577982,0.0037162123,0.0030950541,0.0262170634,0.0251439563,0.089800275
2310021402,845543.303375231,54392.1605625866,3174.7302745781,27755.4786936165,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Nat Gas Fired 4Cycle Rich Burn Compressor Engines 50 To 499 HP w/NSCR""",104.9483322415,5.5063764978,62.8526806315,12.5257783905,3.3075132216,20.7559835001,38.990018719,21.3201972876,5.9167632877,0.2943130316,1.4392023401,0.7701252217,9.2494175229,6.4140284869,23.5726327546,2.5299180741,1.5438816113,0.3437827185,0.0269323794,0.075012417,0.0549143591,0.4853945867,0.4055414844,1.5331324125,22.0139275612,11.5302846509,3.3422573397,0.1402614647,0.8604379162,0.4120311123,5.7286550648,3.688838943,13.2290545608,5.3299646949,3.1429630075,0.8266937096,0.0560322882,0.1662033047,0.1195521808,1.0185201992,0.86707113,3.2258135183,1.2487221573,0.676999091,0.1818447108,0.0077939532,0.0446386532,0.0226608849,0.3147848633,0.2057739976,0.7533512164,7.8629365877,4.4238999433,1.221536705,0.0632743674,0.2927420285,0.1608931533,1.7005903832,1.2459613721,4.8286713786
2310011506,0,0,0,11709529.0934552,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Production;Fugitives:  Other""",431.0652681534,25.7239186214,215.9656663698,78.3834335923,11.7386162004,99.2536333694,213.2188696038,131.5011838758,24.7019398103,2.3365673946,4.7910903632,4.8967694915,44.99131852,34.4906309784,127.7878151871,15.9052495887,10.8865920291,1.5563167203,0.2269043158,0.2756413929,0.3940829203,2.5657122044,2.5189203997,9.4998294654,102.4635642312,60.2157571798,11.4523460889,1.0240980037,2.3632330519,2.2425307216,25.1655990688,16.8397113877,60.8820386093,40.4132705112,26.530766486,5.1731181498,0.505251811,0.9108810484,1.0118403265,6.2814126843,6.4327038317,24.5527386783,6.068974701,3.5620020013,0.587148288,0.058553488,0.1162654924,0.1239755608,1.6210298624,0.9912521289,3.5589187853,48.3158958369,30.2766344057,5.9283977575,0.5211584705,1.1240015956,1.1231661457,9.3425374493,7.6994466304,29.2641584221
2310011100,10285009.4171378,768691.766563769,20518.1467068457,552152.066068648,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Oil Production;Heater Treater""",428.2065060308,26.5679007759,218.416461292,75.798494169,11.6127637556,95.8108860383,208.9993147919,130.6404190692,23.5698862998,2.2241793831,4.616913582,4.7776670366,43.1702492573,33.4948303426,125.8929632129,15.8137838825,10.9437307492,1.4882221235,0.2162670732,0.2697236812,0.3851764627,2.5106637849,2.477197803,9.4997151593,101.0209964969,60.2211263844,10.8738398406,0.9803556729,2.2810931892,2.2055500711,24.4590312046,16.4272809371,60.3783334398,39.3467204888,26.150882417,4.9839656256,0.4774076952,0.8799088074,0.9778736744,5.8766822668,6.2141197028,24.00647039,5.8856135637,3.4974236759,0.5490252042,0.0559239462,0.1099893214,0.1201231476,1.5531282593,0.954710214,3.4638110232,46.8849462925,29.8003889815,5.6707786463,0.4936883129,1.0752598003,1.0878814665,8.7569490746,7.4136925799,28.5172160626
2310021700,4924174.7969637,19700.4774954458,3728.2581945,433457.35655985,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Miscellaneous Engines""",222.0202043571,16.612435429,129.3467566401,28.9348464209,4.7492864167,42.3768794504,82.1976541882,59.3277549776,7.4031990205,0.4078282404,1.972449986,1.6075227535,11.4788990815,11.2531708854,53.8718128585,6.7101112194,5.2122364559,0.4167991199,0.0337740144,0.1156374522,0.1198849693,0.8117791962,0.8946182865,4.3650854208,41.3769592729,28.9240371106,3.2025952002,0.2232711824,0.9924686513,0.8183899058,7.216197106,5.5836120006,27.3140733932,14.3814658364,10.7656780391,1.707382276,0.0595648628,0.3619079019,0.2789622636,1.2079704995,2.0299771675,9.3225998939,1.6085927233,1.1867263371,0.0894708991,0.0123942354,0.0275983592,0.0294851171,0.26291777,0.2142690942,1.0486267805,18.1021164989,13.2271143756,1.9865157267,0.0787380633,0.4745512254,0.3604927514,1.9747043552,2.5282872405,11.8092417019
2310000220,68659997.0680417,1785942.39676633,517913.306170706,3871331.99108846,"""Industrial Processes;Oil and Gas Production: SIC 13; Drill rigs""",4124.1496843169,213.4117104247,2087.9063588007,710.1815259815,93.7607507789,1018.8893383311,1704.6763860476,1093.6248177924,218.4432858343,11.6024399581,59.7576113691,34.7032022561,286.5450283365,254.3066377927,1087.4487197075,107.0593503947,76.2886463953,11.1239074116,1.09784517,2.4398337022,2.2615800995,13.8475375657,15.8704691063,67.2236421651,820.8096729748,510.7180571309,104.2071983145,5.522028073,28.0806434383,16.3700378742,155.9117077967,126.1150559875,517.5990321493,310.2154315315,202.0689589719,42.9402106232,2.0704766556,11.9294450366,6.5642972462,44.6420429838,45.0505493937,200.52603764,38.1558543212,23.9574613967,4.2360369682,0.3235427568,0.9005287794,0.7224477129,8.0158366789,6.105572036,23.3292361798,426.7870741327,279.7018117978,55.725296823,2.5785609564,16.3559289941,8.7549177256,63.6705577753,60.8727492355,277.7982425305
2310021030,0,0,0,14528588.8989126,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Production;Tank Truck/Railcar Loading: Condensate""",718.602939083,38.4130729816,370.4983303615,126.6122964732,21.3746809142,161.7045583524,303.8997068102,183.2431388264,40.7129845847,3.0480315631,8.2111291837,6.7664770535,61.9179454945,49.8875792797,184.1862221508,21.1256879804,14.4088492558,2.2941347436,0.2956318679,0.4356394197,0.5247892583,3.1666434307,3.3195858036,12.8457515581,145.7789482011,83.718761631,19.6096673029,1.5279568038,4.0585972856,3.2727543744,33.5912107399,24.741827083,87.3403740525,57.6682790651,36.4453942785,8.0240080006,0.4941920458,1.5589040411,1.2475206138,9.8982600712,9.0870150835,35.5194046994,8.0655958755,4.4573371693,0.9159558303,0.0941786674,0.1821460409,0.1723323424,2.2436458187,1.4260495435,4.7087076475,71.1750039042,44.1723006556,9.8582407003,0.6350830455,1.9733177351,1.5471942495,12.988867502,11.2970610855,43.7222642155
2310121100,,,,16205668.8883734,"""Industrial Processes;Oil and Gas Exploration and Production;On-Shore Gas Exploration;Mud Degassing""",856.2836339336,50.6423685606,478.5774529691,125.414159986,27.6986384284,173.9510139895,383.5117349998,243.6059155801,50.2082019624,3.5494683605,9.7246474124,8.5040018677,67.9194999113,61.8673724231,234.0644394076,27.9558784219,19.6002174147,2.9715346833,0.3438648048,0.5518997908,0.6651196945,3.8232420503,4.3476707115,17.1036680338,196.2094549995,117.3613689029,25.5335183314,1.6964351978,5.213146079,4.1873244929,42.2176620401,32.7829877667,118.1714972312,64.9314444615,44.5423979715,9.0641616076,0.6443289266,1.5480626863,1.526037651,7.6064556347,10.0587429831,40.2647536319,10.9267988891,6.3863553516,1.235504048,0.1008678283,0.2518113541,0.2216559174,2.7306043912,1.8690228841,6.4773095364,83.2826137797,55.6128141073,11.379448565,0.76246777,2.1543020382,1.899958008,11.4736233069,12.7694328049,51.9317819763
2310023251,724199.214396171,8539.1333640751,502.7497826958,84590.8266567855,"""Industrial Processes;Oil and Gas Exploration and Production;Coal Bed Methane Natural Gas;Lateral Compressors 4 Cycle Lean Burn""",29.43165432,1.7641794002,14.1346001728,5.558029547,0.6613403726,7.3135048273,19.6660366413,13.2450703039,4.3466279014,0.2304280799,0.3178254075,0.4065766862,1.1195082908,3.4508397719,11.595056345,1.3284238989,0.9633412077,0.2189112626,0.0221953412,0.0173346894,0.0343059839,0.0723354153,0.2325327025,0.7745087106,9.6058300322,6.2549211647,2.3246521107,0.128267195,0.1525821376,0.196837744,0.5485697004,1.7400922407,5.5883101868,3.5344481075,2.4492188369,0.7188313539,0.0283463441,0.062648693,0.0705867635,0.2048161193,0.5898495488,2.1310206888,0.4821035755,0.3263907877,0.10327453,0.0090072667,0.0060874948,0.0107615143,0.0265819828,0.088825543,0.2759802231,4.7144473543,3.250751818,0.9806812259,0.0426056971,0.0791619027,0.0940728819,0.2671738314,0.7993779636,2.82481063
