SCC: ,NOX (kg),PM25-PRI (kg),SO2 (kg),VOC (kg),deaths-total,deaths-white,deaths-total_nox,deaths-white_nox
2310000000,9.83673444624397e+06,7360.58812503498,10475.7726100603,4.84092430747737e+06,14.663118244739067,10.42391616785713,17.426761075856334,12.755640202418231
