Sector: ,SCC: ,SCC Descriptions: ,NH3 (kg) Emissions,NOX (kg) Emissions,PM25-PRI (kg) Emissions,SO2 (kg) Emissions,VOC (kg) Emissions,Deaths from NH3 to TotalPop,Deaths from NOX to TotalPop,Deaths from PM25-PRI to TotalPop,Deaths from SO2 to TotalPop,Deaths from VOC to TotalPop,Deaths from NH3 to WhiteNoLat,Deaths from NOX to WhiteNoLat,Deaths from PM25-PRI to WhiteNoLat,Deaths from SO2 to WhiteNoLat,Deaths from VOC to WhiteNoLat,Deaths from NH3 to Black,Deaths from NOX to Black,Deaths from PM25-PRI to Black,Deaths from SO2 to Black,Deaths from VOC to Black,Deaths from NH3 to Native,Deaths from NOX to Native,Deaths from PM25-PRI to Native,Deaths from SO2 to Native,Deaths from VOC to Native,Deaths from NH3 to Asian,Deaths from NOX to Asian,Deaths from PM25-PRI to Asian,Deaths from SO2 to Asian,Deaths from VOC to Asian,Deaths from NH3 to Other,Deaths from NOX to Other,Deaths from PM25-PRI to Other,Deaths from SO2 to Other,Deaths from VOC to Other,Deaths from NH3 to Latino,Deaths from NOX to Latino,Deaths from PM25-PRI to Latino,Deaths from SO2 to Latino,Deaths from VOC to Latino,Deaths from NH3 to Poverty,Deaths from NOX to Poverty,Deaths from PM25-PRI to Poverty,Deaths from SO2 to Poverty,Deaths from VOC to Poverty,Deaths from NH3 to TwoXPov,Deaths from NOX to TwoXPov,Deaths from PM25-PRI to TwoXPov,Deaths from SO2 to TwoXPov,Deaths from VOC to TwoXPov
ptegu,0010200604,"""External Combustion Boilers;Industrial;Natural Gas;Cogeneration""",43148.09361033,1.3487019060339e+06,385147.30222717876,74937.93890708998,68366.27845658951,0.19227784469800274,1.5525737107741062,4.138588563051339,0.1900115858088146,0.0407084631263704,0.11612994619335683,0.9683435895953874,2.402172987546574,0.14159805247786655,0.025188358559812055,0.04621847275855522,0.3767787487908547,1.0054483541244026,0.01883919590786021,0.009453438662306139,0.000814885432233001,0.005995807612308215,0.012804891271076816,0.00027866610510219046,0.0001300165440942639,0.004398022835763222,0.0339165751283282,0.1088129197070859,0.00631542712662407,0.0009446232179305764,0.0029640653281813065,0.0253153969200402,0.06572007519518037,0.0030791772392859207,0.0006393519537699806,0.02175245233317552,0.14222359701770607,0.5436293474681144,0.01990106713594171,0.004352674296894175,0.032316451598872385,0.24719748137838557,0.6566742000639368,0.019808690041319233,0.006473499205413202,0.1172510753894882,0.9512220468117344,2.5610212224418882,0.13806779390556434,0.02503743803891286
ptegu,0010200503,"""External Combustion Boilers;Industrial;Distillate Oil;< 10 Million Btu/hr **""",0.350899158,7.7110725,1.3316024303999998,,0.0877247895,7.660840612730443e-06,2.6112131087487673e-05,0.00011445120776758845,0,1.8611370390295857e-07,5.364577795309916e-06,1.9309247207191543e-05,8.504129958903112e-05,0,1.3903462641156256e-07,6.176913134098621e-07,1.3370361033038422e-06,5.456217768309174e-06,0,8.220621650401062e-09,7.49032346743938e-09,2.0582736832891102e-08,7.69623649757747e-08,0,1.2497008680080487e-10,3.183683251765883e-07,1.689725759337125e-06,7.990171708843013e-06,0,1.3209570212400654e-08,1.0407465903213494e-07,3.890279529585195e-07,1.7099092778329455e-06,0,2.817246557430266e-09,1.2486381946945554e-06,3.3665113728446676e-06,1.417664726023202e-05,0,2.2706669428967372e-08,3.857227703478723e-07,1.0510793901515327e-06,4.430298565837681e-06,0,7.0513104918899e-09,6.381824286150513e-06,2.2405887467003555e-05,9.863873009362118e-05,0,1.607281123227864e-07
ptegu,0039999995,"""Industrial Processes;Miscellaneous Manufacturing Industries;Miscellaneous Industrial Processes;Other Not Classified""",,,381.0177,,13777.872187499997,0,0,0.012947333255024078,0,0.0026085100449524715,0,0,0.00964938185522435,0,0.001590150500810731,0,0,0.0009897043352504232,0,0.0001598068614120017,0,0,4.135539689575147e-05,0,0.00016611814310866873,0,0,0.00039487010208087947,0,3.0019025418300425e-05,0,0,0.00023121020881581368,0,5.77135407477088e-05,0,0,0.001640811325205215,0,0.0006047019770227856,0,0,0.0015215183822506668,0,0.0004455693996859621,0,0,0.009129209821176125,0,0.0015254036784722203
ptegu,0030500619,"""Industrial Processes;Mineral Products;Cement Manufacturing (Dry Process);Cement Load Out""",0,0,2095.59735,0,0,0,0,0.049972013903334056,0,0,0,0,0.03832867691270268,0,0,0,0,0.005105259071459906,0,0,0,0,0.00012679547422048677,0,0,0,0,0.0013143439234633509,0,0,0,0,0.001183772651656988,0,0,0,0,0.003913165926141661,0,0,0,0,0.006315730282877678,0,0,0,0,0.034056026607074553,0,0
ptegu,0020300202,"""Internal Combustion Engines;Commercial/Institutional;Natural Gas;Turbine""",26835.920293050003,603764.6118184499,70345.18239558,14232.240330674998,7649.073662729999,0.32295801499448434,1.6768239244351262,1.7934502501953478,0.0555928263631461,0.01439438100704524,0.16208550248869324,1.0712504203969953,0.9800809243028674,0.035920041544575385,0.008741300688495544,0.05553105340273266,0.2292888199766187,0.2879784335514799,0.007018983523241813,0.0019906882277126742,0.002191491052186768,0.006600991904200168,0.008571290931070443,0.0003177485801688299,2.1535091723435748e-05,0.01299691615790467,0.07106804138686974,0.05515219827066221,0.002049813052514444,0.0005463614942565481,0.0068277275704309815,0.03051521103551793,0.03510101718813187,0.0010787663176431872,0.00023582981414221212,0.08332532444429244,0.26810044170004266,0.4265663937628724,0.009207473325718344,0.0028586657647163708,0.05363134967975919,0.17071957140031346,0.3075970730690611,0.006499488570625253,0.0018509709753861787,0.19409595801162008,1.209305497267943,1.0513460801823382,0.03902871205190797,0.009596785643149787
ptegu,0020100902,"""Internal Combustion Engines;Electric Generation;Kerosene/Naphtha (Jet Fuel);Reciprocating""",,603.640899,25.038306,9.7068795,18.325136999999998,0,0.0006457639013612482,0.0001447579721878323,2.7941477638624025e-05,6.716755489847989e-06,0,0.0004671198925234971,9.620317240052075e-05,1.9419490848773815e-05,4.281339846720623e-06,0,5.759735992374966e-05,1.553792289553024e-05,3.47363239041674e-06,5.723996168982646e-07,0,1.0789154738380945e-05,1.9094000485006893e-06,4.169207765078404e-07,7.816006162642462e-08,0,8.955807109384262e-06,2.5406440949145812e-06,5.5359749396681e-07,8.559766603583042e-08,0,1.7657465818928214e-05,3.7217791208641953e-06,7.654410264120794e-07,1.567810151402591e-07,0,8.364422287641307e-05,2.4845054141840754e-05,3.3123951118557324e-06,1.5424773361200557e-06,0,9.968463567107875e-05,2.2318802915422973e-05,4.415813157180637e-06,1.0084214742620512e-06,0,0.0003817189310223072,8.519112742361821e-05,1.6933864130560166e-05,3.7751245842316693e-06
ptegu,0010200901,"""External Combustion Boilers;Industrial;Wood/Bark Waste;Bark-fired Boiler""",,710507.2919999999,183103.498845,80258.65694999999,141072.71060999998,0,0.5228100857021846,1.6562220234283966,0.13951550898269907,0.04308302484646357,0,0.38200269440393714,0.961054524758858,0.09553582154897147,0.029119063361373095,0,0.09480625179997826,0.5484574962559353,0.027705404401941826,0.010245909462510638,0,0.007397560664000049,0.009607242680585578,0.0011603571365770874,0.000611264160123156,0,0.006993600283085163,0.024610062489489475,0.0032869231089566867,0.0005428290992881693,0,0.008367227256402788,0.028682657033658528,0.0023726082690306736,0.000781661226187397,0,0.02324275287371565,0.08381005200380841,0.009454394455313236,0.0017822979424800785,0,0.08828366449844183,0.2780515966173906,0.022512276014023044,0.007103708207422464,0,0.31316453243769327,0.9703413957892132,0.08652122308227697,0.025570709857272018
ptegu,0020200209,"""Internal Combustion Engines;Industrial;Natural Gas;Turbine: Exhaust""",3628.74,19050.885,3193.2911999999997,952.5442499999999,2875.77645,0.004095284749804719,0.00869430751053848,0.0126953844081765,0.0010402748218351426,0.00039595471151294,0.003051017427996178,0.006860205417456246,0.009436022176172154,0.0007658380294926098,0.00030713032486659567,0.00024711273296306645,0.00030206179795184913,0.00112465470372566,0.00010897702718766375,1.924387843140031e-05,6.146954612921399e-05,0.0001560504581427718,0.00015578779573763294,1.1346691261125231e-05,6.516253601630271e-06,0.00011554591894758793,0.00015358286522373742,0.0002555712814422984,3.149004328038264e-05,5.929647844920063e-06,9.567167457441895e-05,0.00016864683980537167,0.0002552212943372594,2.260704001568733e-05,7.4879201609984555e-06,0.0005244674450259172,0.0010537601089883636,0.0014681271288768097,0.00010001599104001107,4.96466848285347e-05,0.000584402323436396,0.001232487108828841,0.0020318604329872753,0.00014719198304644256,6.291328122562106e-05,0.0026377853753217673,0.005509455315415761,0.00767416702297771,0.000675865169060378,0.00023704503809135287
ptegu,0030100801,"""Industrial Processes;Chemical Manufacturing;Chloro-alkali Production;Liquefaction (Diaphragm Cell Process)""",0.32295786,,,,,1.415376248386704e-06,0,0,0,0,7.871960628053197e-07,0,0,0,0,3.673640202946319e-07,0,0,0,0,5.579496761419684e-09,0,0,0,0,3.386006352928579e-08,0,0,0,0,2.0853696884355762e-08,0,0,0,0,2.0052290931376524e-07,0,0,0,0,2.523441085538755e-07,0,0,0,0,8.333255027483642e-07,0,0,0,0
ptegu,0030501613,"""Industrial Processes;Mineral Products;Lime Manufacture;Lime Silos""",,,893.53786224285,,,0,0,0.020956461421431257,0,0,0,0,0.017018667194129835,0,0,0,0,0.00200730995214512,0,0,0,0,0.00016210080341145914,0,0,0,0,0.0004659660210564508,0,0,0,0,0.00041096809441121235,0,0,0,0,0.0008914493639545347,0,0,0,0,0.0030919626847066796,0,0,0,0,0.013812806577211357,0,0
ptegu,0010300217,"""External Combustion Boilers;Commercial/Institutional;Bituminous/Subbituminous Coal;Atmospheric Fluidized Bed Combustion: Bubbling Bed (Bituminous Coal)""",9.07185,60164.50919999999,7974.15615,125726.76915000001,33339.048749999994,9.526904246177906e-05,0.32843581290899465,0.2462490629180869,0.8162549947321316,0.05572620466054887,6.511904567119886e-05,0.26891067995762175,0.18931495652107797,0.5515142399937825,0.04619372313348414,1.3062887947048542e-05,0.018622424336030695,0.02016233590597766,0.11820626550962869,0.0026415435126318646,1.7857634633628831e-07,0.0009394222182128018,0.0006588741955876301,0.001573069523624804,0.0001713453537825291,3.835121118553668e-06,0.016009086321561908,0.012856586506749977,0.034084796770117054,0.0030600817031066862,1.746030816712314e-06,0.006198772275695752,0.004707520879169585,0.015224667531832747,0.0010774513355318743,1.1327380672612127e-05,0.017755432551478875,0.018548792112800166,0.09565195632842637,0.002582060644451373,1.3137145440091671e-05,0.08467747644228572,0.061199129410087864,0.11299767156403855,0.016480761230035643,6.377217281858339e-05,0.16233188868655238,0.12570734940857373,0.54682260067303,0.0245781845562528
ptegu,0020100201,"""Internal Combustion Engines;Electric Generation;Natural Gas;Turbine""",8.046656217124814e+06,5.6801183912478544e+07,1.441118069764847e+07,2.0005132763898063e+06,4.0292575461101057e+06,79.53889529001344,107.76893912573487,457.6729408028768,10.154762755443011,4.3685708174170985,45.04205271493252,65.60697078776528,230.0496462019392,6.494092333727295,2.430899954377979,11.614367295864001,15.278286007288726,71.13256146926143,1.5660308077976954,0.6692415895677868,0.29271825460440304,0.8907143853551536,1.4531395014529553,0.03598430613639424,0.020783863702838,3.889558959249098,5.371659017579269,38.53148757516203,0.4161973742865147,0.23702233315052318,1.5519602312984908,2.419801917522394,9.90525712669669,0.20388073185579267,0.09178264102201648,17.14823780876408,18.20150702640194,106.60084879248556,1.4385771986316562,0.9188404316684624,12.068255839921095,17.362028644328344,74.6002306274659,1.4894408383977618,0.7258542190751051,50.58920961708103,66.48387298101004,285.02586370996397,6.563316622691466,2.6677202341097255
ptegu,0010200601,"""External Combustion Boilers;Industrial;Natural Gas;> 100 Million Btu/hr""",34475.59869432749,1.3791034989164686e+06,138095.50437248353,22366.285977195752,92231.47592744998,0.399523571048429,2.667897155978768,6.326565915036174,0.08077176892724075,0.11801583077183733,0.2562371231471376,1.8149167830274477,2.6925141853440837,0.05283611483862376,0.062367243472621604,0.03369257481383006,0.261136357332759,0.36409677943700725,0.012189631326883563,0.009759613836793076,0.001222856013215638,0.015328877154924434,0.023073103598133565,0.00038717421036622553,0.0004065615440078091,0.02491574274866144,0.14814590068566766,0.49997686960284343,0.0032028273300045602,0.007681137784519906,0.010668926559762912,0.06711078327912473,0.20129445742278052,0.001833964529709105,0.0031257450993392847,0.07278634926722691,0.36125846096656494,2.5456105057859957,0.010322056651453436,0.03467552916124036,0.048784494022792134,0.3953515988436908,0.9197075817343302,0.011993544936995268,0.01700546008371318,0.2780487600383796,1.718570180356036,4.018274271591972,0.05197151262119116,0.07592568729109372
ptegu,0030510499,"""Industrial Processes;Mineral Products;Bulk Materials Unloading Operation;Other Not Classified""",,,2580.2730018104994,,,0,0,0.10295578822118584,0,0,0,0,0.0700827465626199,0,0,0,0,0.015851645942052146,0,0,0,0,0.0001583490282315895,0,0,0,0,0.00437131655786184,0,0,0,0,0.0018886919630419488,0,0,0,0,0.010603038142553136,0,0,0,0,0.014074818320659732,0,0,0,0,0.06973355524840681,0,0
ptegu,0050200103,"""Waste Disposal;Solid Waste Disposal - Commercial/Institutional;Incineration;Controlled Air""",,1.1376099899999998e+06,10195.779640199999,405511.69499999995,5170.9545,0,0.4699082420838128,0.07217818171054044,0.3722934421696907,0.001732900056872196,0,0.4130094807305721,0.06395838631095227,0.3286454390715653,0.0015439196375907716,0,0.012997853343972635,0.00190523768329134,0.010782271405103846,4.2856315600971e-05,0,0.000680695179460134,0.0001011826074297886,0.0008502928684886655,2.4505062312221428e-06,0,0.0052003522107828,0.0007962301498210159,0.00462096351787662,1.8750181196200888e-05,0,0.016300102500705946,0.0023594419618795425,0.011526653827372458,5.637188980539826e-05,0,0.021719754239668515,0.0030577024284256646,0.015867818025204435,6.855151278784253e-05,0,0.046113822949157765,0.006673519542245403,0.03663440496241508,0.00015615114573744416,0,0.3517796751356591,0.05472435763763018,0.27764833097595165,0.0013222447143306653
ptegu,0010200603,"""External Combustion Boilers;Industrial;Natural Gas;< 10 Million Btu/hr""",81969.00569781254,425124.40420642495,189556.44850916753,11910.130407424498,14810.71977331125,0.39207301581094184,0.528642048082331,1.7375105316991322,0.046341913812694056,0.009521163639919427,0.2212953299189181,0.3199561506451025,0.9715606111213548,0.025365000758312013,0.006130301935916611,0.09414650141692221,0.12930736813972682,0.4562482717315953,0.009673993936824127,0.002058204187072174,0.001546348752392854,0.0022561963735587224,0.0059920123044183175,0.0001922542480298479,3.1843212197443366e-05,0.009582284097257449,0.011053328552953974,0.04267476919144522,0.0013031723928735458,0.00018678318790799902,0.0059163675705803265,0.00824307989370263,0.026138013980768655,0.0006994722248998726,0.0001561302533863898,0.05958618454107269,0.057825927024362296,0.2348968626611466,0.009108020223980943,0.0009579009704648636,0.06951972990471415,0.09035384533800138,0.3046135497552889,0.00804863625268302,0.001707724562750427,0.22977728880144815,0.3106091642085642,1.0132388931848484,0.027331969106236535,0.005437477217548984
ptegu,0050290005,"""Waste Disposal;Solid Waste Disposal - Commercial/Institutional;Auxillary Fuel/No Emissions;Distillate Oil""",272.15549999999996,,1649.6841710249998,,1043.2627499999999,0.009048560989691779,0,0.2403439625157428,0,0.003668586495187766,0.004829092254225697,0,0.11964217740623734,0,0.0019538684010915915,0.0024234530483927463,0,0.07611410708781573,0,0.0010622470595009498,1.3301542122069495e-05,0,0.00036581257951952745,0,5.469030668050785e-06,0.0005009004184191799,0,0.012935414261155454,0,0.0001955445266834928,0.0001823602784491929,0,0.004893286586873429,0,7.438694934608047e-05,0.0010994534351093032,0,0.02639316450288885,0,0.00037707052775803033,0.0015973472232813028,0,0.044770594485030304,0,0.0006240862827629872,0.0057332022008781455,0,0.14936942427536556,0,0.002367873576525038
ptegu,0031088801,"""Industrial Processes;Oil and Gas Production;Fugitive Emissions;Specify in Comments Field""",,,,,172.36515,0,0,0,0,0.000544318395981813,0,0,0,0,0.0001494143886117432,0,0,0,0,8.187973547860302e-05,0,0,0,0,1.5617137332886258e-06,0,0,0,0,2.5694716674344014e-05,0,0,0,0,5.877068545352788e-06,0,0,0,0,0.0002798907737493542,0,0,0,0,0.00011147536224176522,0,0,0,0,0.0002918380097423434
ptegu,0039990003,"""Industrial Processes;Miscellaneous Manufacturing Industries;Miscellaneous Manufacturing Industries;Natural Gas: Process Heaters""",,353.80215,27.215549999999997,0,18.1437,0,0.0005825998577277427,0.0002487245016449405,0,9.008634278890973e-06,0,0.00035286437131363787,0.00014157878815009034,0,4.708701871800452e-06,0,0.00019101506796469212,8.916982606466075e-05,0,3.756958892144554e-06,0,2.4245535030479565e-06,7.838885354920184e-07,0,2.6621076673282645e-08,0,5.549092484834567e-06,2.96766030314419e-06,0,8.040676871289846e-08,0,7.2866016784546655e-06,3.2365835443311773e-06,0,9.882250738402249e-08,0,2.3460166831201037e-05,1.098775331112699e-05,0,3.371230462296406e-07,0,0.00012463994887552802,5.294323254149922e-05,0,2.1208693800088403e-06,0,0.0003039947712665225,0.00013153366880738385,0,4.405410042687869e-06
