Group,File,106990 (kg),107028 (kg),50000 (kg),71432 (kg),75070 (kg),91203 (kg),CO (kg),ETOH (kg),HONO (kg),NO (kg),NO2 (kg),PM10-PRI (kg)
onroad,/home/mkelp/nei2011Dir/2011eh_cb05_v6_11g/inputs/onroad_beta/2011eh_onroad_SMOKE_MOVES_MOVES2014_no_speciated_pm.csv,9.438812509115517e+06,2.6775017746580956e+06,3.937384913247025e+07,6.029534924449903e+07,3.013576294210675e+07,5.308817396711373e+06,2.3871509110603123e+10,1.2829285851826939e+08,4.151429899139933e+07,4.689164881804009e+09,4.586081036601699e+08,3.3354228310047114e+08
