Group,File,NH3 (kg),NOX (kg),PM25-PRI (kg),SO2 (kg),VOC (kg)
onroad,/home/mkelp/nei2011Dir/2011eh_cb05_v6_11g/inputs/onroad_beta/2011eh_onroad_SMOKE_MOVES_MOVES2014_no_speciated_pm.csv,1.095922387395485e+08,5.189079578686629e+09,1.7661976748030308e+08,2.6911414075289477e+07,2.457990618312992e+09
