Group,File,100027 (kg),100414 (kg),100425 (kg),100447 (kg),101144 (kg),101688 (kg),101779 (kg),106423 (kg),106445 (kg),106467 (kg),106503 (kg),106514 (kg),106887 (kg),106898 (kg),106934 (kg),106990 (kg),107028 (kg),107051 (kg),107062 (kg),107131 (kg),107211 (kg),107302 (kg),108054 (kg),108101 (kg),108316 (kg),108383 (kg),108394 (kg),108883 (kg),108907 (kg),108952 (kg),109864 (kg),110496 (kg),110543 (kg),110714 (kg),110805 (kg),111159 (kg),111422 (kg),111444 (kg),111773 (kg),111900 (kg),111966 (kg),1120714 (kg),112072 (kg),112152 (kg),112254 (kg),112276 (kg),112345 (kg),112356 (kg),112367 (kg),112492 (kg),112594 (kg),114261 (kg),117817 (kg),118741 (kg),119904 (kg),119937 (kg),120127 (kg),120809 (kg),120821 (kg),121142 (kg),121448 (kg),121697 (kg),122667 (kg),122996 (kg),123319 (kg),123386 (kg),123911 (kg),124174 (kg),126998 (kg),127184 (kg),129000 (kg),130498292 (kg),131113 (kg),1313991 (kg),1319773 (kg),132649 (kg),1330207 (kg),133062 (kg),1332214 (kg),1333820 (kg),1336363 (kg),133904 (kg),140 (kg),140885 (kg),143226 (kg),151564 (kg),156627 (kg),1582098 (kg),16065831 (kg),1634044 (kg),16672392 (kg),171 (kg),1746016 (kg),18540299 (kg),189559 (kg),189640 (kg),191242 (kg),191300 (kg),192654 (kg),192972 (kg),193395 (kg),19408743 (kg),194592 (kg),198550 (kg),200 (kg),201 (kg),202 (kg),203123 (kg),203338 (kg),2050682 (kg),2051243 (kg),2051607 (kg),205823 (kg),205992 (kg),206440 (kg),20706256 (kg),207089 (kg),208968 (kg),218019 (kg),224420 (kg),226368 (kg),2422799 (kg),250 (kg),25429292 (kg),26601649 (kg),26914181 (kg),26914330 (kg),2807309 (kg),284 (kg),28655712 (kg),302012 (kg),3268879 (kg),334883 (kg),35822469 (kg),3697243 (kg),383 (kg),39001020 (kg),39227286 (kg),40321764 (kg),41637905 (kg),463581 (kg),50000 (kg),50328 (kg),510156 (kg),51207319 (kg),51285 (kg),51796 (kg),532274 (kg),534521 (kg),53703 (kg),53963 (kg),540841 (kg),540885 (kg),542756 (kg),542881 (kg),5522430 (kg),55673897 (kg),56235 (kg),56382 (kg),56495 (kg),56553 (kg),56832736 (kg),57117314 (kg),57117416 (kg),57117449 (kg),57125 (kg),57147 (kg),57578 (kg),57653857 (kg),57749 (kg),57976 (kg),584849 (kg),58899 (kg),593602 (kg),59892 (kg),60117 (kg),60344 (kg),60355 (kg),604 (kg),60851345 (kg),616 (kg),617 (kg),624839 (kg),62533 (kg),62737 (kg),62759 (kg),63252 (kg),64675 (kg),67425 (kg),67561 (kg),67562394 (kg),67663 (kg),67721 (kg),680319 (kg),68122 (kg),684935 (kg),7012375 (kg),70648269 (kg),71432 (kg),71556 (kg),72435 (kg),72918219 (kg),7439921 (kg),7439965 (kg),7439976 (kg),7440020 (kg),7440360 (kg),7440382 (kg),7440417 (kg),7440439 (kg),7440473 (kg),7440484 (kg),74839 (kg),74873 (kg),74884 (kg),74908 (kg),75003 (kg),75014 (kg),75058 (kg),75070 (kg),75092 (kg),75150 (kg),75218 (kg),75252 (kg),75343 (kg),75354 (kg),75445 (kg),7550450 (kg),75558 (kg),75569 (kg),76448 (kg),7647010 (kg),7664393 (kg),7723140 (kg),7738945 (kg),77474 (kg),77781 (kg),7782492 (kg),7782505 (kg),7783064 (kg),779022 (kg),7795917 (kg),7803512 (kg),78591 (kg),78875 (kg),79005 (kg),79016 (kg),79061 (kg),79107 (kg),79118 (kg),79345 (kg),79447 (kg),79469 (kg),8001352 (kg),8007452 (kg),80626 (kg),822060 (kg),82688 (kg),832699 (kg),83329 (kg),84742 (kg),85018 (kg),85449 (kg),86737 (kg),86748 (kg),87683 (kg),87865 (kg),88062 (kg),90040 (kg),90120 (kg),91203 (kg),91225 (kg),91576 (kg),91587 (kg),91941 (kg),92524 (kg),92671 (kg),92875 (kg),92933 (kg),94757 (kg),95476 (kg),95487 (kg),95534 (kg),95807 (kg),95954 (kg),96093 (kg),96128 (kg),96457 (kg),98077 (kg),98828 (kg),98862 (kg),98953 (kg),ALD2 (kg),ALDX (kg),CH4 (kg),CO (kg),CO2 (kg),ETH (kg),ETHA (kg),ETOH (kg),FORM (kg),IOLE (kg),ISOP (kg),MEOH (kg),N2O (kg),NVOL (kg),OLE (kg),PAR (kg),PM-CON (kg),PM10 (kg),PM10-FIL (kg),PM10-PRI (kg),PM25-FIL (kg),TERP (kg),TOL (kg),UNR (kg),XYL (kg)
othar,/home/mkelp/nei2011Dir/2011eh_cb05_v6_11g/inputs/othar/nonpoint_nosolvents_norwc_canada_2010_FF10_20130606_06aug2014_v0.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.410079018174545e+08,,,,,,,,,,,,,,6.417679415308615e+07,,,,,,,
othar,/home/mkelp/nei2011Dir/2011eh_cb05_v6_11g/inputs/othar/nonpoint_rfc_canada_2010_FF10_20130606_06aug2014_v0.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.962901435857549e+08,,,,,,,,,,,,,,1.0707645725141373e+08,,,,,,,
othar,/home/mkelp/nei2011Dir/2011eh_cb05_v6_11g/inputs/othar/nonroad_t2_canada_2010_FF10_20130606_06aug2014_v0.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.458077184882378e+06,,,,,,,,,,,,,,3.4324454801981724e+06,,,,,,,
othar,/home/mkelp/nei2011Dir/2011eh_cb05_v6_11g/inputs/othar/c3marine_canada_2010_FF10_20130606_06aug2014_v0.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.145037243736023e+06,,,,,,,,,,,,,,7.448821005265765e+06,,,,,,,
rwc,/home/mkelp/nei2011Dir/2011eh_cb05_v6_11g/inputs/rwc/rwc_2011NEIv2_NONPOINT_20141108_24nov2014_v3.csv,,,,,,,,,,,,,,,,2.4923088656034055e+06,895638.8878481776,,,,,,,,,,,3.370968605716474e+06,,4.048352007762176e+06,,,,,,,,,,,,,,,,,,,,,,,,,,,44431.5535605266,,,,,,,,,,,,,,15973.291556372995,,,,2.9901459821833735e+06,,1088.6219999999998,,,,1.21621326112125e-10,,,,,,,,4.8950526343929e-06,,,,,6.230067658894799e-06,,,6006.991615059126,,,9484.869420004097,5646.3177231167365,,,1178.0635950483315,,,,4455.624267174677,2026.31355698747,,,,,7098.34482052007,14415.66500611544,,4082.435276902448,587443.4915735335,11145.039355830808,,,3.6476925751759204,,,,,,,,,,,,,,,,,,368.6892282855442,,1.653599941547356e+07,20841.224637823707,,,,,,,1131.6818415565667,,,,,,,,,,1.82384628758796,15896.88822529292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8486867892751306e+07,,,,,901.2548588998029,61.196449036822365,86.56752206564352,,,,119.37639687925378,,,,,,,,,,8.312462080949119e+06,,,,,,,,,,,,,,,,,,,,,7.283425491,,,,,,,,,,,,,,,,,,54.715388627638795,33957.941925216874,,289633.317839732,,75779.22554493236,,,,,,,2.210334294189839e+06,,,,,2950.868933224229,,,,,961802.9547769607,,,,,,,,,,,,,,876555.9010496002,2.292505933428688e+09,325.97062138499996,,,,,,,,0.0021080983593,,,,222643.77220856136,,4.230230988329827e+06,3.472857309123022e+08,4.230230988329823e+06,,,,
c3marine,/home/mkelp/nei2011Dir/2011eh_cb05_v6_11g/inputs/c3marine/c3marine_2011NEIv2_NONPOINT_20141108_14nov2014_v1.csv,,835.9648540012499,161.79975597525,,,,,269.6662025037,,,,,,,,512.3660224395001,,,,,,,,,,1644.9637971707998,,3964.10012221275,,,,,431.46595847895,,,,,,,,,,,,,,,,,,,,,0.0972079855163044,,,4.7360104792479945,,,,,,,,,2615.7673860427503,,,,,4.98859843282887,,,,,,,,,,1.2151088345983172,,,,,,,,2132.935105259425,,,,,1098.784127515334,,,1.1546849634126684,,,,24.302890611352968,,,,,,,,,,,,,24.30289061135297,2.8145444097530725,,12.151088345983167,4.736010479247992,0.8850694451006281,,,,,,,,,,,,,,,,,,,,,,,8299.506528067968,12.151088345983183,,,,,,,,,808.9987889481001,,,,,,,,,5.11489418048028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.89987889481,,,,,,,,,51.8058475162933,,,,364.94927317843405,577.699873160221,7.891028256066594,87722.5133466897,,2414.2958657031995,5.477936943669437,173.71380441376633,,1933.8545884362063,,,,,,,,1210.5652356953788,,,,,,,,,,,,,,50842.346562158746,,,,52.08970004240283,,,,,,,,,,,,,,,,,,,,,,3.0671322049409953,,7.162653497464991,,6.269576635063738,,,,,,,422.21379447599577,,,,,,,,,,916.8650449677,,,,,,,,,53.93322235704001,,,,,,1.2432625939536389e+07,,,,,,,,,,,,,0,,233.20555738425,1.0314906796069052e+07,233.20555738425,,,,
othon,/home/mkelp/nei2011Dir/2011eh_cb05_v6_11g/inputs/othon/onroad_canada_2010_FF10_20130606_06aug2014_v0.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.518179422857964e+09,,,,,,,,,,,,,,1.4863634249239117e+06,,,,,,,
othon,/home/mkelp/nei2011Dir/2011eh_cb05_v6_11g/inputs/othon/Mexico_Onroad_2008INEM_12nov2014_v2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1123223436022945e+10,,,,,,,,,,,,,,,,1.5084534673179785e+07,,,,,
othon,/home/mkelp/nei2011Dir/2011eh_cb05_v6_11g/inputs/othon/onroad_HDV_canada_2010_FF10_20130606_06aug2014_v0.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4860862791608965e+08,,,,,,,,,,,,,,489309.80610286025,,,,,,,
othpt,/home/mkelp/nei2011Dir/2011eh_cb05_v6_11g/inputs/othpt/point_novoc_canada_2010_FF10_20130606_06aug2014_v0.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.89189883862688e+08,,,,,,,,,,,,,,1.4152913361108172e+08,,,,,,,
othpt,/home/mkelp/nei2011Dir/2011eh_cb05_v6_11g/inputs/othpt/point_CB05_canada_2010_FF10_20130606_06aug2014_v0.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1663390770231867e+06,2.515766992916035e+06,1.3812880699414568e+07,,,3.6119562148278384e+06,1.4155166032273453e+06,2.519693589866783e+07,3.7879412984150015e+06,435113.1966750053,183985.43639847497,1.1657460670735748e+07,,2.916644701053737e+06,7.88911712167577e+06,2.6176825854307023e+08,,,,,,5.959922286870527e+06,1.292685542711167e+07,5.777557217317135e+07,9.882845072348103e+06
othpt,/home/mkelp/nei2011Dir/2011eh_cb05_v6_11g/inputs/othpt/point_uog_canada_2010_FF10_20130606_06aug2014_v0.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99129945778913e+08,,,,,,,,,,,,,,6.526058539560608e+06,,,,,,,
othpt,/home/mkelp/nei2011Dir/2011eh_cb05_v6_11g/inputs/othpt/Mexico_2008INEM_Point_Revised_coord_14jan2015_v0.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.314687704547688e+08,,,,,,,,,,,,,,,,2.1209665532181135e+08,,,,,
othpt,/home/mkelp/nei2011Dir/2011eh_cb05_v6_11g/inputs/othpt/othpt_offshore_oil_2011NEIv2_POINT_20140913_16sep2014_v0.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3810304137085274e+07,,,,,,,,,,,,,71754.81075063525,,688272.1722396243,760026.7926432202,686143.567104014,,,,
othpt,/home/mkelp/nei2011Dir/2011eh_cb05_v6_11g/inputs/othpt/ptinv_eca_imo_nonUS_nonCANADA_caps_vochaps_2011_22aug2013_v0_orl.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151930.2163020867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949.5638579714583,,,,,,,,,,,,,,,,,,,,,22156.49310103536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2829632590327793e+08,,,,,,,,,,,,,,1.961261389711933e+08,,,,,,,
othpt,/home/mkelp/nei2011Dir/2011eh_cb05_v6_11g/inputs/othpt/point_oilsands_canada_2010_FF10_20130606_06aug2014_v0.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7361494221244063e+07,,,,,,,,,,,,,,1.9829729390569844e+06,,,,,,,
